match_day,match_date,home_team,away_team,home_team_score,away_team_score,HT_num_goals_firsthalf,HT_num_goals_secondhalf,AT_num_goals_firsthalf,AT_num_goals_secondhalf,match_link,home_posession,away_posession,home_shots,away_shots,home_shots_ontarget,away_shots_ontarget,home_fouls,away_fouls,home_corners,away_corners,home_saves,away_saves,home_offsides,away_offsides,home_yellow,away_yellow,home_red,away_red
Sun,Aug 26,Espanyol,Valencia,2,0,0,2,0,0,https://www.msn.com/en-us/sports/soccer/la-liga/espanyol-v-valencia-cf/game-center/sp-id-80402000001009329,48,52,19,16,9,4,16,12,6,10,3,7,2,1,1,1,0,0
Sat,Aug 25,Valladolid,Barça,0,1,0,0,0,1,https://www.msn.com/en-us/sports/soccer/la-liga/real-valladolid-v-barcelona/game-center/sp-id-80402000001009333,36,64,7,10,4,5,13,11,6,10,4,4,2,1,1,1,0,0
Sat,Aug 25,Atlético,Rayo,1,0,0,1,0,0,https://www.msn.com/en-us/sports/soccer/la-liga/atl%c3%a9tico-de-madrid-v-rayo-vallecano/game-center/sp-id-80402000001009328,47,53,9,13,2,3,7,8,8,5,3,1,4,1,1,1,0,0
Sat,Aug 25,Alavés,Betis,0,0,99,99,99,99,https://www.msn.com/en-us/sports/soccer/la-liga/alav%c3%a9s-v-real-betis/game-center/sp-id-80402000001009326,33,67,16,12,4,5,17,15,5,6,4,4,1,5,3,1,0,0
Fri,Aug 24,Leganés,Real Sociedad,2,2,0,2,2,0,https://www.msn.com/en-us/sports/soccer/la-liga/legan%c3%a9s-v-real-sociedad/game-center/sp-id-80402000001009331,67,33,18,7,5,6,12,9,,,4,2,3,3,1,2,0,0
Fri,Aug 24,Getafe,Eibar,2,0,1,1,0,0,https://www.msn.com/en-us/sports/soccer/la-liga/getafe-v-eibar/game-center/sp-id-80402000001009335,36,64,7,9,,,14,11,5,5,,,2,5,2,1,0,0
Mon,Aug 20,Athletic,Leganés,2,1,1,1,1,0,https://www.msn.com/en-us/sports/soccer/la-liga/athletic-club-v-legan%c3%a9s/game-center/sp-id-80402000001009316,66,34,17,11,5,2,12,13,6,2,1,3,,,4,5,0,0
Mon,Aug 20,Valencia,Atlético,1,1,0,1,1,0,https://www.msn.com/en-us/sports/soccer/la-liga/valencia-cf-v-atl%c3%a9tico-de-madrid/game-center/sp-id-80402000001009323,51,49,13,9,4,3,10,15,4,10,2,3,,,2,3,0,0
Sun,Aug 19,Real Madrid,Getafe,2,0,1,1,0,0,https://www.msn.com/en-us/sports/soccer/la-liga/real-madrid-v-getafe/game-center/sp-id-80402000001009324,78,22,10,5,3,1,11,28,,,1,1,,,1,7,0,0
Sun,Aug 19,Rayo,Sevilla FC,1,4,0,1,3,1,https://www.msn.com/en-us/sports/soccer/la-liga/rayo-vallecano-v-sevilla/game-center/sp-id-80402000001009321,48,52,13,17,2,8,6,15,2,6,3,1,3,6,1,0,0,0
Sun,Aug 19,Eibar,Huesca,1,2,0,1,2,0,https://www.msn.com/en-us/sports/soccer/la-liga/eibar-v-huesca/game-center/sp-id-80402000001009319,69,31,18,8,6,6,12,13,,,4,5,1,2,1,1,0,0
Sat,Aug 18,Barça,Alavés,3,0,0,3,0,0,https://www.msn.com/en-us/sports/soccer/la-liga/barcelona-v-alav%c3%a9s/game-center/sp-id-80402000001009322,79,21,25,3,,,6,13,7,1,,,,,0,2,0,0
Sat,Aug 18,Villarreal,Real Sociedad,1,2,1,0,1,1,https://www.msn.com/en-us/sports/soccer/la-liga/villarreal-v-real-sociedad/game-center/sp-id-80402000001009325,52,48,16,9,7,4,16,10,4,6,2,6,,,2,3,0,0
Sat,Aug 18,Celta,Espanyol,1,1,0,0,1,1,https://www.msn.com/en-us/sports/soccer/la-liga/celta-de-vigo-v-espanyol/game-center/sp-id-80402000001009318,48,52,12,14,2,5,13,14,8,7,4,2,3,1,3,2,0,0
Fri,Aug 17,Betis,Levante,0,3,0,0,1,2,https://www.msn.com/en-us/sports/soccer/la-liga/real-betis-v-levante/game-center/sp-id-80402000001009317,77,23,22,6,8,4,10,10,5,3,1,8,2,4,0,2,0,0
Fri,Aug 17,Girona,Valladolid,0,0,99,99,99,99,https://www.msn.com/en-us/sports/soccer/la-liga/girona-v-real-valladolid/game-center/sp-id-80402000001009320,68,32,13,2,1,1,21,20,3,2,1,2,1,1,1,1,0,0
